	src	rank	dest
64	"""334554"""	0.02447911786141917	"""p53_signaling_pathway"""
65	"""1004910"""	0.07293591427420458	"""p53_signaling_pathway"""
66	"""4315533"""	0.03739242769828605	"""Lipid_metabolism"""
67	"""1646259"""	0.053615604766737185	"""Synthesis_and_degradation_of_ketone_bodies"""
68	"""564411"""	0.03925008509011101	"""Hippo_signaling_pathway"""
69	"""891635"""	0.00010664864780120709	"""VEGF_signaling_pathway"""
70	"""583388"""	0.0180110546734788	"""Lipid_metabolism"""
71	"""1104733"""	0.0316896690442816	"""p53_signaling_pathway"""
72	"""610107"""	0.06891347742112341	"""Insulin_signaling_pathway"""
73	"""851704"""	0.09888938089372844	"""Insulin_signaling_pathway"""
74	"""1080820"""	0.03377835249431084	"""Tight_junction"""
75	"""103229"""	0.08476285403647077	"""Lipid_metabolism"""
76	"""942852"""	0.0587127185300375	"""Insulin_signaling_pathway"""
77	"""4383820"""	0.0465219665334845	"""Non-small_cell_lung_cancer"""
78	"""71649"""	0.10302561652391354	"""Non-small_cell_lung_cancer"""
79	"""122517"""	0.031431848547444234	"""Hippo_signaling_pathway"""
80	"""1141758"""	0.06792330775957625	"""VEGF_signaling_pathway"""
81	"""1081815"""	0.04490277461962237	"""Non-small_cell_lung_cancer"""
82	"""988314"""	0.038265026147514564	"""Wnt_signaling_pathway"""
83	"""2708478"""	0.0373360055919269	"""MAPK_signaling_pathway"""
84	"""278795"""	0.03888410158050778	"""Insulin_signaling_pathway"""
85	"""342427"""	0.02360482356695236	"""Synthesis_and_degradation_of_ketone_bodies"""
86	"""356574"""	0.06330042083819169	"""Ras_signaling_pathway"""
87	"""862115"""	0.061576160490286476	"""Wnt_signaling_pathway"""
88	"""4298633"""	0.13277012051077328	"""Th17_cell_differentiation"""
89	"""4307652"""	0.012696318405827077	"""mTOR_signaling_pathway"""
90	"""650048"""	0.03181374647907791	"""Ras_signaling_pathway"""
91	"""114813"""	0.05632993138695985	"""Insulin_signaling_pathway"""
92	"""242577"""	0.047787557309323866	"""Ras_signaling_pathway"""
93	"""987790"""	0.07351012669589475	"""mTOR_signaling_pathway"""
94	"""40401"""	0.05495448908918474	"""FoxO_signaling_pathway"""
95	"""209603"""	0.04132468680620266	"""Non-small_cell_lung_cancer"""
96	"""650816"""	0.08486118245981414	"""Ras_signaling_pathway"""
97	"""660953"""	0.03633407513326548	"""Ras_signaling_pathway"""
98	"""897411"""	0.04030905077443417	"""VEGF_signaling_pathway"""
99	"""4332717"""	0.051860663715076166	"""Ras_signaling_pathway"""
100	"""898309"""	0.03072572954358036	"""MAPK_signaling_pathway"""
101	"""810167"""	0.04287204467912847	"""Bacterial_invasion_of_epithelial_cells"""
102	"""555945"""	0.02580708047370077	"""Tight_junction"""
103	"""816868"""	0.05344701731973893	"""Lipid_metabolism"""
104	"""574655"""	0.05810194617037935	"""Insulin_signaling_pathway"""
105	"""1066621"""	0.033031813101460056	"""VEGF_signaling_pathway"""
106	"""802011"""	0.04877304415412576	"""Ras_signaling_pathway"""
107	"""950620"""	0.050013739047014026	"""TGF-beta_signaling_pathway"""
108	"""716006"""	0.05773801825356058	"""Synthesis_and_degradation_of_ketone_bodies"""
109	"""516569"""	0.03339120669603659	"""Non-small_cell_lung_cancer"""
110	"""815859"""	0.06272811670869738	"""Synthesis_and_degradation_of_ketone_bodies"""
111	"""1106617"""	0.02152168746508944	"""mTOR_signaling_pathway"""
112	"""416617"""	0.00012555690449811917	"""Bacterial_invasion_of_epithelial_cells"""
113	"""269907"""	0.03513470609839872	"""Insulin_signaling_pathway"""
114	"""518743"""	0.041207278505859764	"""Th17_cell_differentiation"""
115	"""1090273"""	0.047821897263390166	"""Non-small_cell_lung_cancer"""
116	"""787709"""	0.08579162305925507	"""Ras_signaling_pathway"""
117	"""647097"""	0.05711069837002315	"""Non-small_cell_lung_cancer"""
118	"""971907"""	0.02912794391155132	"""Hippo_signaling_pathway"""
119	"""92629"""	0.058058505667932685	"""mTOR_signaling_pathway"""
120	"""968954"""	0.017618099784019892	"""Ras_signaling_pathway"""
121	"""650001"""	0.04557654447996128	"""Ras_signaling_pathway"""
122	"""559527"""	0.04320621713692079	"""Wnt_signaling_pathway"""
123	"""854050"""	0.06294001951686859	"""TGF-beta_signaling_pathway"""
124	"""1087471"""	0.07601480540653657	"""Non-small_cell_lung_cancer"""
125	"""1108638"""	0.03678451408792514	"""Th17_cell_differentiation"""
126	"""788632"""	0.059316805461589336	"""Non-small_cell_lung_cancer"""
127	"""521268"""	0.030322227873598732	"""VEGF_signaling_pathway"""
128	"""832674"""	0.06643076420083321	"""mTOR_signaling_pathway"""
129	"""897109"""	0.03198667950782977	"""Non-small_cell_lung_cancer"""
130	"""527630"""	0.03491715561817762	"""Lipid_metabolism"""
131	"""303643"""	0.03612107325472762	"""Lipid_metabolism"""
132	"""231330"""	0.028433954624963512	"""Non-small_cell_lung_cancer"""
133	"""820086"""	0.01885176663124598	"""Hippo_signaling_pathway"""
134	"""1083037"""	0.08905478582614552	"""MAPK_signaling_pathway"""
135	"""714231"""	0.05263202204435695	"""VEGF_signaling_pathway"""
136	"""530164"""	0.027754061546293056	"""Ras_signaling_pathway"""
137	"""2339928"""	0.08745291428223888	"""VEGF_signaling_pathway"""
138	"""561537"""	0.01806504296479964	"""Ras_signaling_pathway"""
139	"""1108960"""	0.018892949947996705	"""Non-small_cell_lung_cancer"""
140	"""697479"""	0.014539094865368597	"""Butanoate_metabolism"""
141	"""813418"""	0.06698514705549276	"""VEGF_signaling_pathway"""
142	"""73324"""	0.02055554484237343	"""mTOR_signaling_pathway"""
143	"""278140"""	0.06360974665052556	"""Synthesis_and_degradation_of_ketone_bodies"""
144	"""93000"""	0.0077829753466765565	"""Non-small_cell_lung_cancer"""
145	"""4468331"""	0.030281881875153963	"""Non-small_cell_lung_cancer"""
146	"""4330849"""	0.03145380506604538	"""Synthesis_and_degradation_of_ketone_bodies"""
147	"""425968"""	0.03931151998014736	"""Non-small_cell_lung_cancer"""
148	"""1938"""	0.033285877252765085	"""Hippo_signaling_pathway"""
149	"""940737"""	0.04341337445633015	"""Non-small_cell_lung_cancer"""
150	"""560147"""	0.04955284483255997	"""Non-small_cell_lung_cancer"""
151	"""813781"""	0.04448014657387978	"""Ras_signaling_pathway"""
152	"""974121"""	0.07816323931564799	"""Th17_cell_differentiation"""
153	"""560704"""	0.07262480497457365	"""Non-small_cell_lung_cancer"""
154	"""1086274"""	0.0322969267826033	"""mTOR_signaling_pathway"""
155	"""819699"""	0.021538596120174475	"""Non-small_cell_lung_cancer"""
156	"""1084865"""	0.030767616950003643	"""Non-small_cell_lung_cancer"""
157	"""155812"""	0.017135936819350616	"""Bacterial_invasion_of_epithelial_cells"""
158	"""4269868"""	0.03269377855366218	"""IL-17_signaling_pathway"""
159	"""4451251"""	0.06662388133920699	"""Insulin_signaling_pathway"""
160	"""706656"""	0.05980342652448128	"""Non-small_cell_lung_cancer"""
161	"""239506"""	0.12204340676162652	"""Insulin_signaling_pathway"""
162	"""829851"""	0.03907861076409077	"""Synthesis_and_degradation_of_ketone_bodies"""
163	"""145278"""	0.04519465282202805	"""Non-small_cell_lung_cancer"""
164	"""963779"""	0.018473563132223998	"""FoxO_signaling_pathway"""
165	"""992510"""	0.04299838541845392	"""Hippo_signaling_pathway"""
166	"""4432435"""	0.02186691445051678	"""Ras_signaling_pathway"""
167	"""933546"""	0.07267894552756765	"""Non-small_cell_lung_cancer"""
168	"""92231"""	0.03132005296150822	"""Ras_signaling_pathway"""
169	"""822419"""	0.014023391133452856	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
170	"""669126"""	0.03858848279906875	"""Ras_signaling_pathway"""
171	"""1049927"""	3.0577262826548677e-06	"""Ras_signaling_pathway"""
172	"""781203"""	0.05757605823517847	"""Synthesis_and_degradation_of_ketone_bodies"""
173	"""1065569"""	0.09689431926229196	"""Insulin_signaling_pathway"""
174	"""1105280"""	0.03384029868136255	"""Ras_signaling_pathway"""
175	"""4021961"""	0.032235377553013145	"""Lipid_metabolism"""
176	"""913174"""	0.042547023766521065	"""Insulin_signaling_pathway"""
177	"""935742"""	0.04757994239218416	"""Ras_signaling_pathway"""
178	"""4308270"""	0.04881852862199973	"""Ras_signaling_pathway"""
179	"""245345"""	0.07169413261739771	"""Insulin_signaling_pathway"""
180	"""548040"""	0.011180470540992514	"""Bacterial_invasion_of_epithelial_cells"""
181	"""1042850"""	0.015341658644866791	"""Ras_signaling_pathway"""
182	"""1111582"""	0.1457500211100802	"""FoxO_signaling_pathway"""
183	"""4306055"""	0.029186023366515143	"""Ras_signaling_pathway"""
184	"""511378"""	0.02199731424947873	"""FoxO_signaling_pathway"""
185	"""430191"""	0.04617925244492042	"""mTOR_signaling_pathway"""
186	"""1082539"""	0.06325920120944185	"""Intestinal_immune_network_for_IgA_production"""
187	"""1069816"""	0.026262357414288517	"""Lipid_metabolism"""
188	"""967427"""	0.02965256573411065	"""Butanoate_metabolism"""
189	"""1062748"""	0.03220302896520238	"""Th17_cell_differentiation"""
190	"""1044938"""	0.06048579119196223	"""p53_signaling_pathway"""
191	"""949545"""	0.05474870404341424	"""Tight_junction"""
192	"""516198"""	0.014977494739905884	"""VEGF_signaling_pathway"""
193	"""2553032"""	0.0314267897788442	"""MAPK_signaling_pathway"""
194	"""1108726"""	0.06111105453334381	"""Tight_junction"""
195	"""1053194"""	0.04810178274357551	"""Non-small_cell_lung_cancer"""
196	"""785526"""	0.048975506012167005	"""Non-small_cell_lung_cancer"""
197	"""687940"""	0.029845846201785375	"""TGF-beta_signaling_pathway"""
198	"""829354"""	0.05069554546679909	"""mTOR_signaling_pathway"""
199	"""4297222"""	0.06062230617537428	"""Wnt_signaling_pathway"""
200	"""567336"""	0.02457785485363756	"""Pathways_in_cancer"""
201	"""579608"""	0.03159834411292127	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
202	"""2195"""	0.0374927017791514	"""Hippo_signaling_pathway"""
203	"""719367"""	0.04563675573317605	"""Non-small_cell_lung_cancer"""
204	"""941487"""	0.060870545948417176	"""Th17_cell_differentiation"""
205	"""1081222"""	0.029825722160649482	"""Insulin_signaling_pathway"""
206	"""839235"""	0.039829920831201966	"""Butanoate_metabolism"""
207	"""707290"""	0.0184575145973526	"""mTOR_signaling_pathway"""
208	"""1020605"""	0.029818118251268056	"""Lipid_metabolism"""
209	"""875735"""	0.033913412541596834	"""Ras_signaling_pathway"""
210	"""1075821"""	0.04254802263987095	"""Ras_signaling_pathway"""
211	"""889025"""	0.00651823932882821	"""Hippo_signaling_pathway"""
212	"""703741"""	0.07179472367751258	"""VEGF_signaling_pathway"""
213	"""926160"""	0.025692184402593708	"""Non-small_cell_lung_cancer"""
214	"""360826"""	4.210867188115588e-06	"""IL-17_signaling_pathway"""
215	"""4422456"""	0.05879487113341544	"""mTOR_signaling_pathway"""
216	"""2472603"""	0.04333429268112567	"""Wnt_signaling_pathway"""
217	"""811263"""	0.02187353147267541	"""Non-small_cell_lung_cancer"""
218	"""1108275"""	0.024503139820774674	"""FoxO_signaling_pathway"""
219	"""1097359"""	4.814535577042725e-05	"""Synthesis_and_degradation_of_ketone_bodies"""
220	"""4369121"""	0.05092286739825242	"""Non-small_cell_lung_cancer"""
221	"""205209"""	0.049590585971904015	"""Ras_signaling_pathway"""
222	"""141815"""	0.04775406417636425	"""Insulin_signaling_pathway"""
223	"""146094"""	0.010479299589071107	"""Bacterial_invasion_of_epithelial_cells"""
224	"""579331"""	0.037784528123568084	"""MAPK_signaling_pathway"""
225	"""685193"""	0.013574571143286578	"""IL-17_signaling_pathway"""
226	"""1719556"""	0.03759278678317463	"""Lipid_metabolism"""
227	"""1105574"""	0.03122555377322997	"""p53_signaling_pathway"""
228	"""624227"""	0.02431594858114236	"""Hippo_signaling_pathway"""
229	"""915948"""	0.030794183712124938	"""Ras_signaling_pathway"""
230	"""1083194"""	0.04246522378547162	"""Ras_signaling_pathway"""
231	"""888396"""	0.03464097067664023	"""Hippo_signaling_pathway"""
232	"""349901"""	0.04440270745238028	"""Non-small_cell_lung_cancer"""
233	"""1114591"""	0.015452658068189696	"""Bacterial_invasion_of_epithelial_cells"""
234	"""960871"""	0.08013729570485152	"""Bacterial_invasion_of_epithelial_cells"""
235	"""979941"""	0.02299605764779138	"""Ras_signaling_pathway"""
236	"""2647328"""	0.07717137970640119	"""Ras_signaling_pathway"""
237	"""2222"""	0.027592153444708285	"""Wnt_signaling_pathway"""
238	"""1033687"""	0.0779687251949932	"""Non-small_cell_lung_cancer"""
239	"""1048878"""	0.029592935117648225	"""Non-small_cell_lung_cancer"""
240	"""810672"""	0.01790523364848534	"""Non-small_cell_lung_cancer"""
241	"""2469654"""	0.06211535136963753	"""mTOR_signaling_pathway"""
242	"""764838"""	0.07610311388838464	"""Insulin_signaling_pathway"""
243	"""14159"""	0.023853599359777083	"""Ras_signaling_pathway"""
244	"""288283"""	0.005253319244985776	"""Non-small_cell_lung_cancer"""
245	"""548576"""	0.07616298493916449	"""VEGF_signaling_pathway"""
246	"""973942"""	0.06240932559351053	"""Non-small_cell_lung_cancer"""
247	"""1106324"""	0.02976161882348662	"""Ras_signaling_pathway"""
248	"""1027587"""	0.04063644670595333	"""Th17_cell_differentiation"""
249	"""714766"""	0.012190410867336809	"""Hippo_signaling_pathway"""
250	"""530206"""	0.08525789688105881	"""Bacterial_invasion_of_epithelial_cells"""
251	"""1105814"""	0.036596878162611035	"""VEGF_signaling_pathway"""
252	"""4315529"""	0.08450043327449057	"""Synthesis_and_degradation_of_ketone_bodies"""
253	"""551895"""	0.01704236999098422	"""Wnt_signaling_pathway"""
254	"""2714267"""	0.0381837702205784	"""Ras_signaling_pathway"""
255	"""783224"""	0.059758235738556424	"""Lipid_metabolism"""
256	"""369064"""	0.04657554410301154	"""Ras_signaling_pathway"""
257	"""12297"""	0.02138020557718219	"""Non-small_cell_lung_cancer"""
258	"""1106545"""	0.02843460838998348	"""Ras_signaling_pathway"""
259	"""385507"""	0.04474664501097977	"""Lipid_metabolism"""
260	"""573976"""	0.017425674644550342	"""MAPK_signaling_pathway"""
261	"""545299"""	0.0349931452446532	"""Hippo_signaling_pathway"""
262	"""544313"""	0.11384201091500973	"""Non-small_cell_lung_cancer"""
263	"""4455962"""	0.05891384530703951	"""VEGF_signaling_pathway"""
264	"""4329788"""	0.07654218001040719	"""Ras_signaling_pathway"""
265	"""40351"""	0.03290189748960014	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
266	"""978664"""	0.0312695772542516	"""Bacterial_invasion_of_epithelial_cells"""
267	"""310003"""	0.050572472789228363	"""IL-17_signaling_pathway"""
268	"""1084952"""	0.043668859896027104	"""Non-small_cell_lung_cancer"""
269	"""569835"""	0.036947400093252585	"""MAPK_signaling_pathway"""
270	"""585063"""	0.058836841214649487	"""Bacterial_invasion_of_epithelial_cells"""
271	"""1074625"""	0.01785809255562961	"""Lipid_metabolism"""
272	"""876170"""	0.038995464535048735	"""Synthesis_and_degradation_of_ketone_bodies"""
273	"""1052930"""	0.03735706994126761	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
274	"""588929"""	0.03552505044237563	"""Lipid_metabolism"""
275	"""569335"""	0.013583650443957623	"""Bacterial_invasion_of_epithelial_cells"""
276	"""1002005"""	0.06449506395387207	"""FoxO_signaling_pathway"""
277	"""746799"""	0.0640887826802917	"""Non-small_cell_lung_cancer"""
278	"""252045"""	0.04076510044198568	"""p53_signaling_pathway"""
279	"""1084157"""	0.04589019084345397	"""Butanoate_metabolism"""
280	"""869513"""	0.026735335898860714	"""Non-small_cell_lung_cancer"""
281	"""446403"""	0.044967626072992345	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
282	"""1060441"""	0.027940819175839474	"""Ras_signaling_pathway"""
283	"""990864"""	0.030671819271811413	"""Non-small_cell_lung_cancer"""
284	"""791738"""	0.015657379539919004	"""Ras_signaling_pathway"""
285	"""579141"""	0.05664626295173325	"""Ras_signaling_pathway"""
286	"""246785"""	0.0613319382052585	"""VEGF_signaling_pathway"""
287	"""4310396"""	0.04645126916989376	"""Ras_signaling_pathway"""
288	"""403701"""	0.028864608373230714	"""Ras_signaling_pathway"""
289	"""341460"""	0.008085007233649294	"""Non-small_cell_lung_cancer"""
290	"""586458"""	0.048347094392565085	"""Non-small_cell_lung_cancer"""
291	"""4309301"""	0.043053247139359235	"""Bacterial_invasion_of_epithelial_cells"""
292	"""646549"""	0.12976391719017044	"""Tight_junction"""
293	"""1078207"""	0.006497260822085843	"""VEGF_signaling_pathway"""
294	"""217734"""	0.03422738437780511	"""Bacterial_invasion_of_epithelial_cells"""
295	"""729513"""	0.07167125408651895	"""MAPK_signaling_pathway"""
296	"""552576"""	0.023581979740397243	"""Synthesis_and_degradation_of_ketone_bodies"""
297	"""535359"""	0.025480231053310008	"""Hippo_signaling_pathway"""
298	"""1055322"""	0.05749775464554852	"""Non-small_cell_lung_cancer"""
299	"""2259380"""	0.05890504753184159	"""Pathways_in_cancer"""
300	"""535901"""	0.05597282620601626	"""Synthesis_and_degradation_of_ketone_bodies"""
301	"""1099914"""	4.819275896191813e-05	"""Hippo_signaling_pathway"""
302	"""557100"""	0.10396846138717088	"""Insulin_signaling_pathway"""
303	"""938948"""	0.0323974430642458	"""MAPK_signaling_pathway"""
304	"""915452"""	0.022196498080465213	"""Hippo_signaling_pathway"""
305	"""240252"""	0.06331740902476257	"""Ras_signaling_pathway"""
306	"""893979"""	0.04380391786805374	"""Ras_signaling_pathway"""
307	"""4307391"""	0.033345816250560795	"""Hippo_signaling_pathway"""
308	"""831179"""	0.06573367841734197	"""Lipid_metabolism"""
309	"""1074210"""	0.02531094297571841	"""Tight_junction"""
310	"""937372"""	0.042726647863655015	"""Non-small_cell_lung_cancer"""
311	"""1117031"""	0.023178923546158896	"""Lipid_metabolism"""
312	"""504674"""	0.0125036487126586	"""mTOR_signaling_pathway"""
313	"""1003206"""	0.025437491382772848	"""Ras_signaling_pathway"""
314	"""830978"""	0.010896857200931687	"""Butanoate_metabolism"""
315	"""4340138"""	0.03277355493100968	"""Insulin_signaling_pathway"""
316	"""572138"""	0.04944136528660365	"""mTOR_signaling_pathway"""
317	"""515747"""	0.029634860227088826	"""Ras_signaling_pathway"""
318	"""796406"""	0.03299734325410622	"""mTOR_signaling_pathway"""
319	"""470724"""	0.05147148213200407	"""mTOR_signaling_pathway"""
320	"""879040"""	0.02323331076818184	"""TGF-beta_signaling_pathway"""
321	"""851822"""	0.011744183061675769	"""Butanoate_metabolism"""
322	"""960076"""	0.01896281905117619	"""Non-small_cell_lung_cancer"""
323	"""814363"""	0.04400727517858179	"""Non-small_cell_lung_cancer"""
324	"""1052264"""	0.05968767034420777	"""TGF-beta_signaling_pathway"""
325	"""1051517"""	0.04606229485463167	"""FoxO_signaling_pathway"""
326	"""818854"""	0.049229991518381526	"""FoxO_signaling_pathway"""
327	"""255518"""	0.04299638758253423	"""Epithelial_cell_signaling_in_Helicobacter_pylori_infection"""
328	"""1083508"""	0.035126379178242316	"""Ras_signaling_pathway"""
329	"""970921"""	0.08716846038868507	"""Non-small_cell_lung_cancer"""
330	"""510547"""	0.10272716688895736	"""Insulin_signaling_pathway"""
331	"""435928"""	2.29214113054479e-06	"""PI3K-Akt_signaling_pathway"""
332	"""891031"""	0.02289061449693109	"""VEGF_signaling_pathway"""
333	"""160290"""	0.00034902793974816304	"""MAPK_signaling_pathway"""
334	"""995583"""	0.09371100233301788	"""VEGF_signaling_pathway"""
335	"""70671"""	0.04333212680268468	"""Ras_signaling_pathway"""
336	"""990405"""	0.04942885343798304	"""Th17_cell_differentiation"""
337	"""1140644"""	0.02216783969668756	"""p53_signaling_pathway"""
338	"""384499"""	0.02817199195372453	"""VEGF_signaling_pathway"""
339	"""534507"""	6.791864702144481e-05	"""Ras_signaling_pathway"""
340	"""629320"""	2.4254047492163905e-07	"""Insulin_signaling_pathway"""
341	"""922761"""	0.005355543191862667	"""Non-small_cell_lung_cancer"""
342	"""706432"""	0.026203835391189874	"""Insulin_signaling_pathway"""
343	"""814282"""	0.042552773730960065	"""Non-small_cell_lung_cancer"""
344	"""2613485"""	0.03720238843746069	"""VEGF_signaling_pathway"""
345	"""816408"""	0.10245666070058372	"""Insulin_signaling_pathway"""
346	"""225453"""	0.024544455484347052	"""MAPK_signaling_pathway"""
347	"""1060517"""	3.036097724840046e-07	"""Ras_signaling_pathway"""
348	"""969805"""	0.07470150455996119	"""FoxO_signaling_pathway"""
349	"""1059729"""	0.049231733575992365	"""MAPK_signaling_pathway"""
350	"""4017244"""	0.05250913755211257	"""MAPK_signaling_pathway"""
351	"""31235"""	0.0553670356393085	"""Insulin_signaling_pathway"""
352	"""92263"""	0.032626620181571864	"""Ras_signaling_pathway"""
353	"""361839"""	0.07168376742023906	"""Ras_signaling_pathway"""
354	"""228207"""	0.04828902258219964	"""Synthesis_and_degradation_of_ketone_bodies"""
355	"""922397"""	0.019367022944471585	"""FoxO_signaling_pathway"""
356	"""810955"""	0.03757106227754787	"""Lipid_metabolism"""
357	"""137183"""	0.033801562166923066	"""Ras_signaling_pathway"""
358	"""949789"""	0.0464143622934323	"""Non-small_cell_lung_cancer"""
359	"""4301566"""	0.06241826374550165	"""Ras_signaling_pathway"""
360	"""439036"""	0.062219457277652636	"""Lipid_metabolism"""
361	"""580411"""	0.022460808037000974	"""Non-small_cell_lung_cancer"""
362	"""1047041"""	0.02707684107578641	"""Bacterial_invasion_of_epithelial_cells"""
363	"""605681"""	0.07030400684926358	"""Non-small_cell_lung_cancer"""
364	"""895220"""	0.013277352496717658	"""TGF-beta_signaling_pathway"""
365	"""585221"""	6.694775730774069e-07	"""Butanoate_metabolism"""
366	"""420127"""	0.05635704468933399	"""Intestinal_immune_network_for_IgA_production"""
367	"""875704"""	0.026843593804179763	"""Ras_signaling_pathway"""
368	"""865469"""	0.017291035746079	"""VEGF_signaling_pathway"""
369	"""827773"""	0.04558706774050378	"""MAPK_signaling_pathway"""
370	"""585419"""	0.021965586576107084	"""p53_signaling_pathway"""
371	"""92512"""	0.029577592918800324	"""Wnt_signaling_pathway"""
372	"""1081231"""	0.054042789188008165	"""Insulin_signaling_pathway"""
373	"""664697"""	0.031170959968828488	"""IL-17_signaling_pathway"""
374	"""19930"""	0.0333748525279404	"""Tight_junction"""
375	"""716473"""	0.11587652143251842	"""Tight_junction"""
376	"""2534"""	0.10742084927574436	"""Non-small_cell_lung_cancer"""
377	"""1060029"""	0.04024392081220393	"""Insulin_signaling_pathway"""
378	"""579924"""	0.07298475881725236	"""Butanoate_metabolism"""
379	"""590601"""	0.0014379833690898439	"""Synthesis_and_degradation_of_ketone_bodies"""
380	"""759916"""	0.04413984979281066	"""Non-small_cell_lung_cancer"""
381	"""699027"""	0.06139601758355522	"""Tight_junction"""
382	"""705241"""	0.006079893482297556	"""MAPK_signaling_pathway"""
383	"""461206"""	0.09284483204920116	"""VEGF_signaling_pathway"""
384	"""82171"""	0.10971430419719916	"""TGF-beta_signaling_pathway"""
385	"""2554"""	0.035419533293641135	"""TGF-beta_signaling_pathway"""
