	src	rank	dest
90	"""650048"""	0.3033350839627499	"""CD286	_TLR6"""
91	"""114813"""	0.22459709135144085	"""CD288	_TLR8"""
92	"""242577"""	0.1387557913652515	"""CD288	_TLR8"""
93	"""987790"""	0.2276013198690498	"""CD284	_TLR4"""
94	"""40401"""	0.14753355234711776	"""CD121b	_IL1R2"""
95	"""209603"""	0.15458008540105975	"""p53_signaling_pathway"""
96	"""650816"""	0.002410509237644216	"""C_Peroxisome_proliferator-activated_receptor_(PPAR)"""
97	"""660953"""	0.08136380405036141	"""EGFR_family"""
98	"""897411"""	0.285558336246523	"""CD121b	_IL1R2"""
99	"""4332717"""	0.10715401416320766	"""CD121b	_IL1R2"""
100	"""898309"""	0.024606562760684517	"""Bacterial_toxins"""
101	"""810167"""	0.08617313841500758	"""Toll-like_receptor_signaling_pathway"""
102	"""555945"""	0.2012447276150504	"""ALK_family"""
103	"""816868"""	0.13809742380695347	"""Toll-like_receptors"""
104	"""574655"""	0.09575484219379142	"""CD273	_PDCD1LG2"""
105	"""1066621"""	0.0921386989313589	"""IL17_receptor_family"""
106	"""802011"""	0.03135456176000859	"""MAPKAPK_family"""
107	"""950620"""	0.09143009758671557	"""Pathogenic_Escherichia_coli_infection"""
108	"""716006"""	0.25934210974739874	"""CD121b	_IL1R2"""
109	"""516569"""	0.07867059958580176	"""Toll-like_receptors"""
110	"""815859"""	0.24688567869294575	"""CD286	_TLR6"""
111	"""1106617"""	0.14694902023168915	"""AKT/PKB_family"""
112	"""416617"""	0.249297229963032	"""Intestinal_immune_network_for_IgA_production"""
113	"""269907"""	0.13224890766160538	"""EGFR_family"""
114	"""518743"""	0.1828886196634731	"""CD286	_TLR6"""
115	"""1090273"""	0.002830507101619566	"""ALK_family"""
116	"""787709"""	0.2073295557239252	"""CD288	_TLR8"""
117	"""647097"""	0.24627457018455395	"""Bacterial_toxins"""
118	"""971907"""	0.2604390293424165	"""CD284	_TLR4"""
119	"""92629"""	0.23884808509012065	"""EGFR_family"""
120	"""968954"""	0.07513345280034016	"""Intestinal_immune_network_for_IgA_production"""
121	"""650001"""	0.0903601161560018	"""Bacterial_toxins"""
122	"""559527"""	0.1898497511246403	"""Bacterial_secretion_system"""
123	"""854050"""	0.035227033918069604	"""EGFR_family"""
124	"""1087471"""	0.2589365142775799	"""EGFR_tyrosine_kinase_inhibitor_resistance"""
125	"""1108638"""	0.06116805836232035	"""NOD-like_receptors"""
126	"""788632"""	0.2321605897223771	"""Bacteria"""
127	"""521268"""	0.08262019854156649	"""CD286	_TLR6"""
128	"""832674"""	0.34818187134105577	"""CD121b	_IL1R2"""
129	"""897109"""	0.2944556209703836	"""CD288	_TLR8"""
130	"""527630"""	0.30395192720789344	"""CD284	_TLR4"""
131	"""303643"""	0.25702362722717875	"""Bacteria"""
132	"""231330"""	4.054542511414411e-06	"""MAPKAPK_family"""
133	"""820086"""	0.15950844735459968	"""Intestinal_immune_network_for_IgA_production"""
134	"""1083037"""	0.2128510190260182	"""EGFR_family"""
135	"""714231"""	0.13205205405666792	"""CD281	_TLR1"""
136	"""530164"""	0.1714941386582617	"""CD288	_TLR8"""
137	"""2339928"""	0.11353907278958955	"""CD281	_TLR1"""
138	"""561537"""	0.06592952134303585	"""EGFR_family"""
139	"""1108960"""	0.14140880669422	"""AKT/PKB_family"""
140	"""697479"""	0.2684544780146496	"""CD121b	_IL1R2"""
141	"""813418"""	0.16347982241180314	"""Intestinal_immune_network_for_IgA_production"""
142	"""73324"""	0.13194397589332155	"""Intestinal_immune_network_for_IgA_production"""
143	"""278140"""	0.27523237813265644	"""Bacteria"""
144	"""93000"""	0.1680197364803011	"""mTOR_signaling_pathway"""
145	"""4468331"""	0.09444739806457042	"""EGFR_family"""
146	"""4330849"""	0.32398123706498183	"""IL17_receptor_family"""
147	"""425968"""	0.25646058058532795	"""CD286	_TLR6"""
148	"""1938"""	0.0330292618730596	"""Toll-like_receptors"""
149	"""940737"""	0.03650480985780355	"""CD286	_TLR6"""
150	"""560147"""	0.1299372749715685	"""CD286	_TLR6"""
151	"""813781"""	0.27316526805446395	"""CD288	_TLR8"""
152	"""974121"""	0.1773436622003405	"""EGFR_family"""
153	"""560704"""	0.15486331214305793	"""MAPKAPK_family"""
154	"""1086274"""	0.2592233171611369	"""Bacteria"""
155	"""819699"""	0.2657805993437795	"""CD284	_TLR4"""
156	"""1084865"""	0.15049363463838694	"""IL17_receptor_family"""
157	"""155812"""	0.28082557603522984	"""CD121b	_IL1R2"""
158	"""4269868"""	0.14040497150881753	"""CD284	_TLR4"""
159	"""4451251"""	0.1500660409303977	"""Bacteria"""
160	"""706656"""	0.13883115765232962	"""RET_family"""
161	"""239506"""	0.08292537409427342	"""CD284	_TLR4"""
162	"""829851"""	0.13895386521308553	"""EGFR_family"""
163	"""145278"""	0.19551610384349707	"""CD286	_TLR6"""
164	"""963779"""	0.1817178536846208	"""EGFR_family"""
165	"""992510"""	0.15054946280252368	"""CD281	_TLR1"""
166	"""4432435"""	0.12576362331826588	"""C_Peroxisome_proliferator-activated_receptor_(PPAR)"""
167	"""933546"""	0.3916659487375756	"""Intestinal_immune_network_for_IgA_production"""
168	"""92231"""	0.09792469024573604	"""EGFR_tyrosine_kinase_inhibitor_resistance"""
169	"""822419"""	0.002028815988045711	"""Pathogenic_Escherichia_coli_infection"""
170	"""669126"""	0.04781305307591627	"""Bacterial_toxins"""
171	"""1049927"""	0.0008066493219399438	"""NOD-like_receptors"""
172	"""781203"""	0.2012131564828465	"""EGFR_family"""
173	"""1065569"""	0.3166163184742169	"""Intestinal_immune_network_for_IgA_production"""
174	"""1105280"""	0.0003659715749532857	"""mTOR_signaling_pathway"""
175	"""4021961"""	0.21406525768500684	"""CD286	_TLR6"""
176	"""913174"""	0.1910793298106264	"""CD284	_TLR4"""
177	"""935742"""	0.08134232607575444	"""CD281	_TLR1"""
178	"""4308270"""	0.05694766693644489	"""C_Peroxisome_proliferator-activated_receptor_(PPAR)"""
179	"""245345"""	0.2348873600869567	"""Intestinal_immune_network_for_IgA_production"""
180	"""548040"""	0.1923295417357161	"""CD281	_TLR1"""
181	"""1042850"""	0.05224879392596908	"""CD281	_TLR1"""
182	"""1111582"""	0.3760652916631958	"""ALK_family"""
183	"""4306055"""	0.13684079539942273	"""CD288	_TLR8"""
184	"""511378"""	0.10689794384340016	"""ALK_family"""
185	"""430191"""	0.1728181665673219	"""mTOR_signaling_pathway"""
186	"""1082539"""	0.26661671979716395	"""CD273	_PDCD1LG2"""
187	"""1069816"""	0.1838939599537382	"""CD288	_TLR8"""
188	"""967427"""	0.34984358761014195	"""CD284	_TLR4"""
189	"""1062748"""	0.21317582873765809	"""AKT/PKB_family"""
190	"""1044938"""	0.06590419503838063	"""Bacterial_secretion_system"""
191	"""949545"""	0.15691131523961116	"""Intestinal_immune_network_for_IgA_production"""
192	"""516198"""	0.12174106102718432	"""CD288	_TLR8"""
193	"""2553032"""	0.14629171588399054	"""CD284	_TLR4"""
194	"""1108726"""	0.09043407148236283	"""EGFR_family"""
195	"""1053194"""	0.287310726606116	"""CD288	_TLR8"""
196	"""785526"""	0.14439432926842388	"""CD286	_TLR6"""
197	"""687940"""	0.17289418015504293	"""Pathogenic_Escherichia_coli_infection"""
198	"""829354"""	0.24440377051597856	"""CD286	_TLR6"""
199	"""4297222"""	0.2610422755861726	"""CD121b	_IL1R2"""
200	"""567336"""	0.12925447520938835	"""EGFR_family"""
201	"""579608"""	0.08305033879533345	"""Toll-like_receptor_signaling_pathway"""
202	"""2195"""	0.06008646356136047	"""EGFR_family"""
203	"""719367"""	0.3970642075080854	"""CD286	_TLR6"""
204	"""941487"""	0.17089207514904173	"""CD281	_TLR1"""
205	"""1081222"""	0.0896851353288673	"""CD121b	_IL1R2"""
206	"""839235"""	0.13029681017281233	"""CD286	_TLR6"""
207	"""707290"""	0.07951680893409192	"""CD121b	_IL1R2"""
208	"""1020605"""	0.12332623169787288	"""MAPKAPK_family"""
209	"""875735"""	0.20633568042787728	"""RET_family"""
210	"""1075821"""	0.14781839276041225	"""CD286	_TLR6"""
211	"""889025"""	0.11184049127455087	"""CD286	_TLR6"""
212	"""703741"""	0.1723713436127731	"""CD121b	_IL1R2"""
213	"""926160"""	0.1022577738778222	"""Intestinal_immune_network_for_IgA_production"""
214	"""360826"""	0.07421329267778692	"""Intestinal_immune_network_for_IgA_production"""
215	"""4422456"""	0.2110810784879516	"""CD284	_TLR4"""
216	"""2472603"""	0.1456549895708086	"""RET_family"""
217	"""811263"""	0.23109498201637604	"""Bacteria"""
218	"""1108275"""	0.11020745277299217	"""CD121b	_IL1R2"""
219	"""1097359"""	0.4453158985919445	"""CD286	_TLR6"""
220	"""4369121"""	0.19241655604467267	"""CD281	_TLR1"""
221	"""205209"""	8.39718015407836e-07	"""Intestinal_immune_network_for_IgA_production"""
222	"""141815"""	0.21035647867319368	"""CD284	_TLR4"""
223	"""146094"""	0.11903228278587795	"""NOD-like_receptors"""
224	"""579331"""	0.17152549272334905	"""EGFR_family"""
225	"""685193"""	0.15376995735113416	"""CD281	_TLR1"""
226	"""1719556"""	0.13222707664643893	"""IL17_receptor_family"""
227	"""1105574"""	0.13400896696386175	"""EGFR_family"""
228	"""624227"""	0.2462896344979757	"""Bacterial_toxins"""
229	"""915948"""	0.13027425632731612	"""RET_family"""
230	"""1083194"""	0.03409036711773498	"""MET_family"""
231	"""888396"""	0.10773963267134548	"""CD273	_PDCD1LG2"""
232	"""349901"""	7.015820576036522e-05	"""Bacterial_toxins"""
233	"""1114591"""	0.2648049322213428	"""CD281	_TLR1"""
234	"""960871"""	0.27893550574102954	"""MET_family"""
235	"""979941"""	0.07219292270348662	"""IL17_receptor_family"""
236	"""2647328"""	0.08675914714203009	"""IL6/12_receptor_family"""
237	"""2222"""	0.17864716325053798	"""IL17_receptor_family"""
238	"""1033687"""	0.09989917853565666	"""CD366	_HAVCR2"""
239	"""1048878"""	0.1353425228484045	"""AKT/PKB_family"""
240	"""810672"""	0.12271055037761308	"""CD281	_TLR1"""
241	"""2469654"""	0.040239235221652674	"""Pathogenic_Escherichia_coli_infection"""
242	"""764838"""	0.10449840656813804	"""C_Peroxisome_proliferator-activated_receptor_(PPAR)"""
243	"""14159"""	0.1445753271502924	"""AKT/PKB_family"""
244	"""288283"""	0.1412461894323711	"""mTOR_signaling_pathway"""
245	"""548576"""	0.23381337280945985	"""CD286	_TLR6"""
246	"""973942"""	0.22740660748993255	"""CD284	_TLR4"""
247	"""1106324"""	0.2250364763449492	"""CD284	_TLR4"""
248	"""1027587"""	0.033479601760586786	"""CD121b	_IL1R2"""
249	"""714766"""	0.30338773550171383	"""Intestinal_immune_network_for_IgA_production"""
250	"""530206"""	0.2068803054065521	"""MET_family"""
251	"""1105814"""	0.0762861598641032	"""Intestinal_immune_network_for_IgA_production"""
252	"""4315529"""	0.2119506470136546	"""Intestinal_immune_network_for_IgA_production"""
253	"""551895"""	0.1979365662237218	"""CD121b	_IL1R2"""
254	"""2714267"""	0.15274637065526084	"""CD284	_TLR4"""
255	"""783224"""	0.1741865327720349	"""RET_family"""
256	"""369064"""	0.07586165821674667	"""IL6/12_receptor_family"""
257	"""12297"""	0.11732452635459438	"""Bacterial_toxins"""
258	"""1106545"""	0.22012201689046645	"""CD281	_TLR1"""
259	"""385507"""	0.12281257642264053	"""Pathogenic_Escherichia_coli_infection"""
260	"""573976"""	0.06253319822848312	"""AKT/PKB_family"""
261	"""545299"""	0.1601660749932882	"""IL17_receptor_family"""
262	"""544313"""	0.12045036094941786	"""MAPKAPK_family"""
263	"""4455962"""	0.22912523921408395	"""EGFR_tyrosine_kinase_inhibitor_resistance"""
264	"""4329788"""	0.09638634624072362	"""ALK_family"""
265	"""40351"""	0.11765213416510548	"""CD286	_TLR6"""
266	"""978664"""	0.16110536209014498	"""CD288	_TLR8"""
267	"""310003"""	0.08690155370033795	"""CD286	_TLR6"""
268	"""1084952"""	0.1454414679288217	"""Bacteria"""
269	"""569835"""	0.2059968842011587	"""CD281	_TLR1"""
270	"""585063"""	0.1167801889682342	"""CD284	_TLR4"""
271	"""1074625"""	0.011756800729550751	"""AKT/PKB_family"""
272	"""876170"""	0.31520979453865045	"""Bacteria"""
273	"""1052930"""	0.058628708950764274	"""CD121b	_IL1R2"""
274	"""588929"""	0.13188190818265955	"""RET_family"""
275	"""569335"""	2.1332975253572654e-05	"""Intestinal_immune_network_for_IgA_production"""
276	"""1002005"""	0.0668259119573191	"""CD121b	_IL1R2"""
277	"""746799"""	0.07123071787111428	"""EGFR_family"""
278	"""252045"""	0.13881010122718995	"""Pathogenic_Escherichia_coli_infection"""
279	"""1084157"""	0.2218140235749656	"""CD286	_TLR6"""
280	"""869513"""	0.13032662920017188	"""EGFR_family"""
281	"""446403"""	0.04330623424183205	"""Toll-like_receptor_signaling_pathway"""
282	"""1060441"""	0.11783940349443398	"""ALK_family"""
283	"""990864"""	0.14122922948032196	"""AKT/PKB_family"""
284	"""791738"""	0.1582471045418065	"""CD286	_TLR6"""
285	"""579141"""	0.3603516144844969	"""EGFR_family"""
286	"""246785"""	0.1481306362350608	"""Toll-like_receptor_signaling_pathway"""
287	"""4310396"""	0.11811454146066334	"""EGFR_tyrosine_kinase_inhibitor_resistance"""
288	"""403701"""	0.1690378582869361	"""AKT/PKB_family"""
289	"""341460"""	0.10247776146324468	"""CD121a	_IL1R1"""
290	"""586458"""	0.1302076099862965	"""IL6/12_receptor_family"""
291	"""4309301"""	0.15547924180675085	"""CD121b	_IL1R2"""
292	"""646549"""	0.5716280466091309	"""ALK_family"""
293	"""1078207"""	0.12564231250752048	"""RET_family"""
294	"""217734"""	0.16819398595426316	"""CD284	_TLR4"""
295	"""729513"""	0.21146057637102134	"""EGFR_family"""
296	"""552576"""	0.175453091565425	"""Bacterial_toxins"""
297	"""535359"""	0.09935312935239236	"""NF-kappa_B_signaling_pathway"""
298	"""1055322"""	0.11476122525855055	"""CD281	_TLR1"""
299	"""2259380"""	0.15086946677936794	"""CD284	_TLR4"""
300	"""535901"""	0.06368922990223204	"""ALK_family"""
301	"""1099914"""	0.00017662759135129037	"""Bacterial_toxins"""
302	"""557100"""	0.2841498160942956	"""Bacteria"""
303	"""938948"""	0.11412405799872448	"""ALK_family"""
304	"""915452"""	0.08034154336381344	"""Bacteria"""
305	"""240252"""	0.2195706797343576	"""CD284	_TLR4"""
306	"""893979"""	0.04507745570524335	"""Intestinal_immune_network_for_IgA_production"""
307	"""4307391"""	0.13322414030193105	"""NOD-like_receptors"""
308	"""831179"""	0.10141765784497232	"""C_Peroxisome_proliferator-activated_receptor_(PPAR)"""
309	"""1074210"""	0.11405560700787178	"""Bacterial_toxins"""
310	"""937372"""	0.052948534473959835	"""CD288	_TLR8"""
311	"""1117031"""	0.10156973581834453	"""p53_signaling_pathway"""
312	"""504674"""	0.12541740325585926	"""IL-17_signaling_pathway"""
313	"""1003206"""	0.13713442742974602	"""NOD-like_receptors"""
314	"""830978"""	0.2744879386760547	"""CD273	_PDCD1LG2"""
315	"""4340138"""	0.2259532595761145	"""Bacteria"""
316	"""572138"""	0.3377109868614423	"""Intestinal_immune_network_for_IgA_production"""
317	"""515747"""	0.19909212970721885	"""CD121b	_IL1R2"""
318	"""796406"""	0.2321128720212184	"""Bacterial_toxins"""
319	"""470724"""	0.2504722653315905	"""Intestinal_immune_network_for_IgA_production"""
320	"""879040"""	0.01086979689950598	"""IL6/12_receptor_family"""
321	"""851822"""	0.11227315474286406	"""Bacteria"""
322	"""960076"""	0.10852640820877	"""AKT/PKB_family"""
323	"""814363"""	0.2428384026127953	"""MAPKAPK_family"""
324	"""1052264"""	0.08256644958406711	"""AKT/PKB_family"""
325	"""1051517"""	0.22688200865095845	"""IL17_receptor_family"""
326	"""818854"""	0.180316459875242	"""CD284	_TLR4"""
327	"""255518"""	0.003312254218361171	"""IL-17_signaling_pathway"""
328	"""1083508"""	0.19826151546071966	"""Bacteria"""
329	"""970921"""	0.2112133059470827	"""CD286	_TLR6"""
330	"""510547"""	0.10592298979717488	"""NOD-like_receptors"""
331	"""435928"""	0.2087708698061904	"""CD281	_TLR1"""
332	"""891031"""	0.11653491625248595	"""EGFR_family"""
333	"""160290"""	0.06763837451746015	"""Toll-like_receptor_signaling_pathway"""
334	"""995583"""	0.16410351106464965	"""CD121b	_IL1R2"""
335	"""70671"""	0.14065575165905467	"""Toll-like_receptor_signaling_pathway"""
336	"""990405"""	0.2518999998607712	"""CD286	_TLR6"""
337	"""1140644"""	0.3028646712579036	"""Intestinal_immune_network_for_IgA_production"""
338	"""384499"""	0.2870529344954009	"""Intestinal_immune_network_for_IgA_production"""
339	"""534507"""	0.07172445814097643	"""RET_family"""
340	"""629320"""	0.11902653707044655	"""Bacterial_toxins"""
341	"""922761"""	0.061013294003361536	"""CD121b	_IL1R2"""
342	"""706432"""	0.27226598482548964	"""CD273	_PDCD1LG2"""
343	"""814282"""	0.07372923987637528	"""CD273	_PDCD1LG2"""
344	"""2613485"""	0.18175965058002094	"""CD286	_TLR6"""
345	"""816408"""	0.20954561657213008	"""Bacteria"""
346	"""225453"""	0.1175348751612178	"""CD281	_TLR1"""
347	"""1060517"""	0.028607498343256037	"""Toll-like_receptor_signaling_pathway"""
348	"""969805"""	0.11860761681565515	"""Pathogenic_Escherichia_coli_infection"""
349	"""1059729"""	0.11008741798996458	"""CD366	_HAVCR2"""
350	"""4017244"""	0.2628158295748912	"""Bacterial_toxins"""
351	"""31235"""	0.12711298859086215	"""EGFR_family"""
352	"""92263"""	0.056831172599749014	"""Bacterial_toxins"""
353	"""361839"""	0.22618866502225216	"""CD121b	_IL1R2"""
354	"""228207"""	0.164018048838818	"""EGFR_family"""
355	"""922397"""	0.14202642715826552	"""IL6/12_receptor_family"""
356	"""810955"""	0.1873402917219016	"""CD281	_TLR1"""
357	"""137183"""	0.19506811081122685	"""IL17_receptor_family"""
358	"""949789"""	0.14623395130979214	"""Bacterial_toxins"""
359	"""4301566"""	0.07263658583094759	"""CD121b	_IL1R2"""
360	"""439036"""	0.14560779246501065	"""RET_family"""
361	"""580411"""	0.26149266381743763	"""Intestinal_immune_network_for_IgA_production"""
362	"""1047041"""	0.2025082631445964	"""AKT/PKB_family"""
363	"""605681"""	0.1402935918307268	"""CD286	_TLR6"""
364	"""895220"""	0.1673687393335316	"""CD281	_TLR1"""
365	"""585221"""	0.4062118257908397	"""CD121b	_IL1R2"""
366	"""420127"""	0.04846431100688567	"""Bacteria"""
367	"""875704"""	0.2374768298194168	"""CD121b	_IL1R2"""
368	"""865469"""	0.10154621555785157	"""Toll-like_receptor_signaling_pathway"""
369	"""827773"""	0.0006557447606306158	"""Toll-like_receptor_signaling_pathway"""
370	"""585419"""	0.0984625400804715	"""CD284	_TLR4"""
371	"""92512"""	0.1546083877597678	"""MAPKAPK_family"""
372	"""1081231"""	0.124058161215063	"""AKT/PKB_family"""
373	"""664697"""	0.34740837552758685	"""CD284	_TLR4"""
374	"""19930"""	0.11026842096985136	"""Bacterial_toxins"""
375	"""716473"""	0.13180321177205406	"""CD281	_TLR1"""
376	"""2534"""	0.11121229232666056	"""MAPKAPK_family"""
377	"""1060029"""	0.2729701748420371	"""CD284	_TLR4"""
378	"""579924"""	0.07110952122090518	"""IL17_receptor_family"""
379	"""590601"""	0.2522353987032889	"""Intestinal_immune_network_for_IgA_production"""
380	"""759916"""	0.13855183284504582	"""AKT/PKB_family"""
381	"""699027"""	0.20761124581924464	"""CD286	_TLR6"""
382	"""705241"""	0.04019799425072156	"""CD288	_TLR8"""
383	"""461206"""	9.048749331620238e-05	"""ALK_family"""
384	"""82171"""	0.08953673124430042	"""Bacterial_toxins"""
385	"""2554"""	0.11494569850497036	"""CD281	_TLR1"""
386	"""790545"""	0.21155618433343187	"""CD121b	_IL1R2"""
387	"""557665"""	0.17632927248734295	"""CD281	_TLR1"""
388	"""1111294"""	0.1634430724166082	"""Bacterial_toxins"""
389	"""795504"""	0.3421668508965722	"""CD121b	_IL1R2"""
390	"""771804"""	0.24044557867579944	"""CD121b	_IL1R2"""
391	"""304640"""	0.09826589521014466	"""CD273	_PDCD1LG2"""
392	"""4440670"""	0.1968398925783406	"""Intestinal_immune_network_for_IgA_production"""
393	"""851938"""	0.2219189769648424	"""CD121b	_IL1R2"""
394	"""1011712"""	0.20872646336418949	"""CD284	_TLR4"""
395	"""32546"""	0.13128206496035072	"""p53_signaling_pathway"""
396	"""580625"""	0.19683703002161893	"""CD121b	_IL1R2"""
397	"""300432"""	0.15628080588982513	"""CD366	_HAVCR2"""
398	"""1060565"""	0.2049661547933296	"""Intestinal_immune_network_for_IgA_production"""
399	"""1010721"""	0.00655691889390581	"""Bacterial_toxins"""
400	"""4297838"""	0.19850153920461816	"""CD121b	_IL1R2"""
401	"""510422"""	0.09193540119190027	"""RET_family"""
402	"""1927234"""	0.18066127226588705	"""EGFR_tyrosine_kinase_inhibitor_resistance"""
403	"""4338511"""	0.00029866723482349135	"""Toll-like_receptor_signaling_pathway"""
404	"""441265"""	0.16050921793638862	"""CD288	_TLR8"""
405	"""1101451"""	0.11292298241556245	"""Toll-like_receptor_signaling_pathway"""
406	"""984831"""	0.3021831260641919	"""CD121b	_IL1R2"""
407	"""1017181"""	0.056930200763486524	"""IL17_receptor_family"""
408	"""591699"""	0.2991773951374984	"""Bacteria"""
409	"""769222"""	0.17203864710420852	"""CD281	_TLR1"""
410	"""415661"""	0.1567139614320104	"""CD281	_TLR1"""
411	"""607386"""	0.0005335905856872601	"""ALK_family"""
412	"""749837"""	0.16355779090907113	"""Bacterial_toxins"""
413	"""35291"""	0.2467255819283441	"""RET_family"""
414	"""334554"""	0.11913531186592673	"""CD281	_TLR1"""
415	"""1004910"""	0.09312327449997716	"""Bacterial_toxins"""
