,"""Bacterial_invasion_of_epithelial_cells""","""Butanoate_metabolism""","""Epithelial_cell_signaling_in_Helicobacter_pylori_infection""","""FoxO_signaling_pathway""","""Hippo_signaling_pathway""","""IL-17_signaling_pathway""","""Insulin_signaling_pathway""","""Intestinal_immune_network_for_IgA_production""","""Lipid_metabolism""","""MAPK_signaling_pathway""","""mTOR_signaling_pathway""","""Non-small_cell_lung_cancer""","""p53_signaling_pathway""","""Pathways_in_cancer""","""PI3K-Akt_signaling_pathway""","""Ras_signaling_pathway""","""Synthesis_and_degradation_of_ketone_bodies""","""TGF-beta_signaling_pathway""","""Th17_cell_differentiation""","""Tight_junction""","""VEGF_signaling_pathway""","""Wnt_signaling_pathway"""
"""439036""",-0.00842097726697079,-0.07353522674290332,0.07892576240085074,0.03781764697090949,0.0230024892721523,0.07917279617767077,-0.05044915490995851,-0.1521409147063533,0.06221945727765264,0.020221173594649353,-0.05311854862894978,0.035043996061492985,0.10215061779302402,0.01694686373458286,-0.016632982006809086,-0.06356600255133478,-0.08205935451067382,0.05176965961788803,-0.04797025190275085,0.061400368699639815,-0.033695571110545566,0.012918152736736783
"""580411""",-0.007545742039161784,-0.015259020254402322,-0.008989053619582665,-0.0019922605159321313,0.013232171366342327,-0.0015074143531495273,-0.0045398085832683895,-0.0794689350876456,0.022319248031950976,0.015913377286145468,-0.013361458462031383,0.022460808037000977,0.029362504636605856,0.0013505948385087122,0.00026111901555921947,-0.01282039819603945,-0.01843042860630082,0.03173475403734951,-0.022759999208178817,0.011167853799258854,0.0036878511161436926,0.03518423676082729
"""1047041""",0.027076841075786406,0.026748576220319672,0.022495252934888004,-0.00393159774019421,-0.027120544692200956,0.028894185343101102,0.01952924141356618,-0.033444489664384,-0.018912706017605658,-0.03667572657974978,0.011957162344571264,-0.02869585933658386,-0.03301328173070056,0.013651012617271186,0.015782320439916477,0.019741759414104106,0.052629737369503646,-0.02783292124430974,0.0475801875872868,-0.03703608800989765,-0.024904260304837725,-0.014518801439850588
"""605681""",-0.03836213477606079,-0.043848297073904446,-0.055298104665295084,-0.009047201002209487,0.04920591236498434,-0.042524421565358544,-0.016777318587378715,-0.13418348454265952,0.05672031544910103,0.06391840102895546,-0.031349630221698815,0.07030400684926358,0.07719964684605532,-0.011109637600721367,-0.008851715394651322,-0.03428348384119337,-0.0707053668623924,0.08862094061474021,-0.08373728449026505,0.04470505352998899,0.03560721465257757,0.09379658928812237
"""895220""",-0.008270449667379996,-0.019077106148572907,0.009180802382547393,0.008287098125488177,0.010211665521628591,0.006436532458418924,-0.014190297198322538,-0.007998888197043473,0.013865505120219572,0.012076647587318372,-0.011381346410339955,0.011666531285319888,0.02426470239667236,-0.0009641130647696696,-0.007565720036888865,-0.01557635229413699,-0.02759190949096977,0.013277352496717658,-0.01936549993758569,0.02031753761664548,0.0004553660139086247,0.0019419414411247452
"""585221""",-3.035262363033733e-07,6.694775730774069e-07,-1.8520115978925712e-06,-6.852095020775128e-07,1.8506569860294713e-07,-1.7336557173080273e-06,5.948744757138839e-07,1.0696460008179766e-06,-3.6950979282713966e-07,3.952322825894875e-07,4.979975559430345e-07,2.14900802431399e-07,-7.680740297104178e-07,-4.030088332813363e-07,1.4783802524306162e-07,6.211583029347212e-07,4.881392240696528e-07,1.3833495947614187e-07,-1.775960507992477e-07,-4.53407050918732e-07,9.374891474764226e-07,7.858447627422204e-07
"""420127""",-0.01772261330883242,-0.05900263426300391,0.06580317314975868,0.04070742320533925,0.019203244412904313,0.045146133145386555,-0.053372928533865785,0.05635704468933399,0.02772862109399486,0.020391252513284646,-0.031069811139032306,0.012853926440704471,0.061841943295252375,-0.0006585968115590153,-0.02984606054105034,-0.04857235681707929,-0.08439427462845185,0.008225434425186844,-0.041251147574449934,0.0661671576657573,-0.013461386051367725,-0.04507354436821066
"""875704""",-0.008139499403401534,0.02946500508299134,-0.06339075497345666,-0.024007320836140607,0.0019557858324303293,-0.06160854989137119,0.02309723612251855,0.06505783134456983,-0.020995490240623423,0.00852891686816481,0.022530743126292663,-0.0001038608333605636,-0.03783179922341868,-0.014838263578044386,0.00536247177524408,0.026843593804179763,0.024231992100578435,-0.005985647207963995,0.0017058558881054373,-0.02039638251097698,0.032266165951906116,0.016251970801776643
"""865469""",-0.013778502224888715,-0.0075248974786273765,-0.025182607859876922,-0.0046976657775417065,0.01416928610349324,-0.024692092286609783,-0.003064695349638222,0.0017053792925752782,0.00889727018166213,0.019879288529029232,-0.0032843162063824326,0.017149312529955482,0.012253847661396951,-0.007773142094610918,-0.004271553342083463,-0.004882614993122581,-0.018848996320074397,0.018412956724080345,-0.023547421271807166,0.011938751468027935,0.017291035746079,0.019851376968964045
"""827773""",-0.028051965064348615,0.025216396849545443,-0.1343772785383566,-0.04936743953024716,0.028771417116777533,-0.11421781977034781,0.03553522118297301,-0.05387633539399208,0.006638540050454146,0.045587067740503785,0.01461401429425744,0.04457794350747477,-0.011226440419558469,-0.023016528809383895,0.012439016267055326,0.024734344109259877,0.011817252600954432,0.05367500624918673,-0.03995431730811707,-0.018400639408111007,0.06486072118905536,0.10402182308496485
"""585419""",-0.02131910809750007,-0.018624500099603026,-0.020076873037201046,0.0022135549515915585,0.02055403966886755,-0.02578301597494913,-0.014122351092213967,0.036907687854861176,0.012117172051827853,0.028246361201045633,-0.007301809155482095,0.020881789675569373,0.021965586576107084,-0.011709915392341359,-0.012382068774197941,-0.013369653291988765,-0.03925058981079835,0.01908169307516094,-0.03586418881876821,0.027629963272048457,0.021045667373457196,0.009160557844507169
"""92512""",0.00472132740392181,0.03392556381403336,-0.050111904654803335,-0.02599663927749432,-0.006584810845057271,-0.03928681454968022,0.030713995033098768,-0.015462471033142494,-0.01630335477965153,-0.004827967183689302,0.019347238394887584,-0.0032226112174758292,-0.03606854120374084,-0.004010290976005609,0.015231257091910005,0.028677095973340033,0.04353105978712776,-0.001789714057237407,0.016595235604979858,-0.03493911551217613,0.01628386926805478,0.029577592918800327
"""1081231""",-0.006646174878467475,0.06034245982288395,-0.12152645488438181,-0.05257559794267836,0.00013160510363390866,-0.1061188238531309,0.054042789188008165,0.026436204635137676,-0.031078471708002882,0.009893455591694683,0.03892629554971711,0.004534515975283366,-0.06652784700689013,-0.019483236444479142,0.021141726513326846,0.053114101539442245,0.06325565012965106,0.002912695586734621,0.010507121053284297,-0.05305946992708017,0.052285420229895845,0.059492035726417085
"""664697""",0.016493135001129172,0.010016299583660682,0.038481246404772323,0.010608397917931528,-0.02010846502911527,0.031170959968828488,-0.0002639674488018051,0.05201842310907537,-0.01918359044773868,-0.02737994347122734,0.007756410657840246,-0.029360847657075792,-0.022903704305906714,0.007030057694498146,0.0007876465688261836,0.007064715161656743,0.02053236734610539,-0.036697498421173064,0.03281125388409617,-0.011254139058022042,-0.021325629961805204,-0.04629312749755457
"""19930""",-0.01231058883665711,-0.038620819052835785,0.015236792300353607,0.011238844133378533,0.021081332885661976,0.01973642946660218,-0.02239337714848407,-0.10084323485408317,0.03890332883319784,0.02360231164446517,-0.028453956652188382,0.03183664202098894,0.05891189851985327,0.004283871751889967,-0.007551693465698972,-0.032597060675925625,-0.047619338775812224,0.043744588331743585,-0.039087568691108264,0.0333748525279404,-0.0042570481306554945,0.03178379386737366
"""716473""",-0.0695617183123432,-0.11105368352405709,-0.03158954958284693,0.016871718080093856,0.08807135314302422,-0.026112716059060515,-0.06484623493427949,-0.17729894833066068,0.10860107020696036,0.11049225973479354,-0.07215125970391961,0.11646458616495098,0.16530737699659886,-0.015357015063261092,-0.03436772293169843,-0.0890109973586728,-0.16853128525783562,0.14229392348593156,-0.15634880075531637,0.11587652143251842,0.040961350049336154,0.11128977251974365
"""2534""",-0.06594568480501184,-0.08897113370764148,-0.05549790491966411,0.004509652973018752,0.0810780953176028,-0.048054096092216614,-0.048436366119496865,-0.14909723783633833,0.09208671434322169,0.10399309499531706,-0.057332904249450034,0.10742084927574436,0.13659950664496912,-0.019040412973823195,-0.027754819053117108,-0.07016192636082758,-0.14206167425794292,0.12999486492329115,-0.14165330214950989,0.0957774898120719,0.0497291437834223,0.11281805045638105
"""1060029""",-0.0062219158682426425,0.040656178634094126,-0.09379707081031038,-0.0408453186041591,0.00392924450861051,-0.07821412387322069,0.04024392081220393,-0.019460981550262466,-0.014710702848756117,0.011719508351570398,0.024165553852664525,0.011362673686556825,-0.03934477814710349,-0.01291488379788078,0.017360308839283713,0.03575010827154804,0.04354850825696996,0.014482400435091827,0.001403716955845926,-0.03791179401081693,0.039002881815934004,0.05979656509037887
"""579924""",0.023063312857055398,0.07298475881725236,-0.10517313905029935,-0.06493892136894089,-0.016721725081512626,-0.06117753957268858,0.0786005664818307,-0.2136892307130214,-0.013348649673377486,-0.01726849564432212,0.02978358566961586,0.0061957575328941104,-0.057824075039098394,0.007034367325299131,0.0496009616142887,0.05902256723563731,0.1137359285338094,0.027329509655591413,0.041310668420335844,-0.09287160963657384,0.01832656184867162,0.11602483978755293
"""590601""",0.0009318586988614569,0.0006565125310638816,0.001462571800038193,0.0002084101252914902,-0.000977318082357973,0.0014562393233942534,0.0003297299139946525,6.643762142366874e-06,-0.0006926863719996277,-0.0013479667912184709,0.00031932097627197797,-0.0011787375803892996,-0.0010041846803981731,0.0004870327827307105,0.00033692336551284974,0.0004585987285834991,0.001437983369089844,-0.0012761323288716696,0.0016480066944431263,-0.0009384901804230372,-0.001069576549365515,-0.0012547395063945382
"""759916""",-0.02408502071381397,0.018048196004778746,-0.1157010971374815,-0.04327800240400076,0.02704087469385413,-0.09475897418775098,0.030482811255033434,-0.08228494409262926,0.012832296978500132,0.04143654602641872,0.008212536811496637,0.04413984979281066,-0.000987753720265442,-0.01756952434721987,0.012397408040929755,0.017890489087625968,0.0081163231124976,0.0558074531911949,-0.038294037038606954,-0.015041817750477696,0.05406542239211437,0.10153096400499145
"""699027""",0.0036451148108667623,-0.07391357822053804,0.12315678694040416,0.05330601492777617,0.008221359100986392,0.11421957557132949,-0.05871748180355834,-0.10169073440128201,0.05014479721192299,-0.0008815917885943766,-0.05140478552802589,0.011483068475676534,0.09207422159948248,0.02340060338041646,-0.02020516456699749,-0.06497978211275318,-0.07666813539959469,0.021440058031779487,-0.025365314827195166,0.06139601758355522,-0.054971747233924735,-0.033689301751732216
"""705241""",-0.00850252363182728,-0.0011188787177307084,-0.0041716800639050415,0.004318826022110606,0.0031158565436702097,-0.015069126905354845,-0.007143934961904113,0.09521955610349182,-0.010245949938355852,0.0060798934822975555,0.005713259154918899,-0.004790845860615716,-0.008691652028778456,-0.009166686501950943,-0.009467659108090509,0.000640209164380446,-0.013127451094520664,-0.014141318558931953,-0.00592766038094426,0.010979823718015442,0.010807724853021023,-0.025309781288995675
"""461206""",-0.016257666157436318,0.09879062091068413,-0.20223058407559197,-0.08356938592968374,0.001937513115363776,-0.18412791092814149,0.08429811558535563,0.10685079112301747,-0.05820782428705884,0.01983984317241652,0.06797223963337855,0.003850364547601015,-0.11562089552687878,-0.037984131344990645,0.028613377302130094,0.0879947340943288,0.0958771211391444,-0.00507400595783325,0.013940323266047796,-0.08034732499783231,0.09284483204920116,0.08060985326677798
"""82171""",-0.0798507072407046,-0.11143560499586351,-0.027675428496151636,0.027434989783307204,0.08852822578253154,-0.04250657629692682,-0.07772423624022952,-0.005029803433830041,0.08724368326300551,0.1140648536252024,-0.06125785235992849,0.10134627219617902,0.14619926345191897,-0.02882842970325035,-0.05042559195274547,-0.08702876066767616,-0.18666600324064248,0.10971430419719917,-0.1586708461107611,0.13245543812636912,0.05331287252222876,0.05679993779076857
"""2554""",-0.030622569418426473,0.023130333607160884,-0.12287794305271746,-0.04107508791013806,0.026942372866066242,-0.11318943637419618,0.027188946949529256,0.02632203750722115,-0.0032386254604900543,0.04393145286781305,0.01832890687260905,0.03471055334191683,-0.018764009433383546,-0.02732610662388082,0.0043864834238490115,0.023747842077261386,0.0027919409828940124,0.03541953329364114,-0.03818742636217751,-0.009623947918740685,0.06564475773735054,0.07235999102683818
"""790545""",-0.0056097683715021435,0.02976997701850985,-0.06284186782262836,-0.025695330685001745,0.0012553813587884632,-0.057311931482893604,0.025552135775795324,0.03276998011267853,-0.017345015340905344,0.006983803290021801,0.020578874901244285,0.001968474560657691,-0.03469248407083273,-0.011955019218408233,0.008514270166898017,0.026603499799977823,0.02833941708127563,-0.0007045610344998407,0.0031451871564465187,-0.02392907193669424,0.029128545034428195,0.025475503706644094
"""557665""",-0.00020871895718360304,-0.002441728664221729,0.003274672875736238,0.0015734765574860036,0.0005564349409737238,0.0029541433639427147,-0.0019119235753696946,-0.0026329274445305536,0.001678454873193064,0.0004055514666612458,-0.0016263359458482947,0.0006781413815168571,0.0030497060701702387,0.000519967971035298,-0.0007579781412401054,-0.0021034251982908632,-0.0028159683778449882,0.0009647730620630354,-0.0012900425964023402,0.0021934739217386156,-0.001294576502729589,-0.000765171080855273
"""1111294""",-0.037973134010555326,-0.03963114741452282,-0.03631485823635541,0.00236195134476061,0.04079245643543303,-0.03998651464813612,-0.025218159326827305,0.001320802113051328,0.03434428638327908,0.05441684819253134,-0.020766832209638597,0.04768242839327122,0.054611081149286075,-0.016933979407265078,-0.018990446010433072,-0.029811018975847613,-0.07356088448193779,0.05137243372173721,-0.07101962016916064,0.05058272118558768,0.03457236875440277,0.0381492172173393
"""795504""",-0.02889127420747423,0.06498693587704456,-0.1693168582728633,-0.06097369039397943,0.014724379203105594,-0.16406647175726188,0.05335822477967825,0.1509850817611766,-0.04310366212987987,0.03437133888249627,0.051091337945956036,0.012423946109061886,-0.08097240271198186,-0.04050898544429293,0.010274892422159895,0.0605330947247628,0.04501524472052365,-0.00015842830814411304,-0.012591441059750495,-0.04072286750302684,0.08890444297015249,0.054637162392536964
"""771804""",-0.019400421486881265,-0.028614553462836652,-0.01448905099356241,0.001905029921001604,0.024813688853320824,-0.011262423814148527,-0.015251730548741467,-0.05728938203634982,0.03029061579059277,0.03141460923740327,-0.01915126813221641,0.03378027418396869,0.04459504671555075,-0.004531079182660304,-0.007961678634391685,-0.02283689192272282,-0.043816837731648246,0.041849575988653125,-0.04349979428860202,0.029500451929753334,0.013259855669334013,0.036695963945183256
"""304640""",-0.03135585212024525,-0.003976951182095498,-0.07323995674943659,-0.017269711208849042,0.02888807297993165,-0.07353650853951517,0.0013074751075010105,0.0440615498973809,0.007788229855531098,0.04296660425820889,0.002924944563955284,0.03254911183648704,0.008382723617656823,-0.02224169618099861,-0.008005234508151035,0.0005133548625896184,-0.030089620298966918,0.03119911869049652,-0.04630827589426917,0.017660626741373392,0.04752129119125806,0.04026070308015692
"""4440670""",0.004711979449714415,0.09217629255622795,-0.10242584948780159,-0.044644888163840095,-0.026981088487382614,-0.11051990798835898,0.0586659406002012,0.26013625579193783,-0.08600559631311339,-0.021410803634031188,0.07121596826974602,-0.047866405825930096,-0.13537612308381836,-0.027871024407412452,0.014299842056974437,0.08081034309392698,0.09449128900829212,-0.07568196134716071,0.05661269568830724,-0.06985434452520461,0.050103132725722706,-0.034585745976996866
"""851938""",0.007506302518209502,0.06870022141983843,-0.08479768213926883,-0.04138919267831533,-0.018096915034268933,-0.07800482811534964,0.05203207961224498,0.08859246655347064,-0.050026878415595215,-0.014780143278625806,0.04647783159959346,-0.02352610202478677,-0.0882413869913301,-0.014057828626129164,0.02019144717204331,0.05908405129757127,0.07956494491534508,-0.03333557202169566,0.03998588964814236,-0.061197014447601054,0.03338975848260179,0.01192855055390566
"""1011712""",0.02372040053319059,0.006741557282647175,0.05184060213904973,0.011746961284308938,-0.023096603644119168,0.0510003376615456,0.0009042377175539837,-0.016810548465450922,-0.010189365903808215,-0.033491151562924606,0.0010435796429598548,-0.027298408606162602,-0.012555075267957114,0.015339977138152522,0.006095944923863724,0.0029452315360512273,0.026096156944496518,-0.028028594622671953,0.037506281854581124,-0.015682112130505174,-0.03375498085740265,-0.03407442759739859
"""32546""",0.010839981381388126,0.059805298538654725,-0.04584251404390301,-0.023474857079093095,-0.024798162111787828,-0.051770951429087345,0.03652544828886832,0.1614281864330979,-0.057780552282767975,-0.024827190847626926,0.04509117549128165,-0.03972846329297548,-0.08932299145382501,-0.012470071323133118,0.010558924287006484,0.05147319572828894,0.06742423475338748,-0.057835451096590454,0.04820526548827246,-0.04850438614060511,0.019936391215529634,-0.03493251050438036
"""580625""",-0.01889427325579496,0.03453356378613076,-0.13528041058886975,-0.05553223305134514,0.022003805016973074,-0.10732333313313963,0.04622099730528628,-0.10799921460530071,0.0064722511053399955,0.03605497160055915,0.01628070955652727,0.041875166670664044,-0.017024242430292328,-0.016845176993110837,0.021627570817403793,0.03136950777424469,0.03245979404169852,0.05588521504771071,-0.027193094054622783,-0.03434649121053668,0.05768027192251346,0.11797464467796115
"""300432""",0.0017364428342224224,0.016408058133233597,-0.007250142816320772,-0.002372005641726067,-0.008245274266982013,-0.014723098536009237,0.006153853772165656,0.0913435472701572,-0.02235843456743741,-0.008141710731517867,0.015273127294176878,-0.01702402462648483,-0.03033568277547388,-0.006046782908491417,-0.0013187482049261913,0.01456972572383897,0.01481375225733134,-0.02693280896052574,0.015060836956646898,-0.009411360586899117,0.0063391013039635945,-0.02753837092294203
"""1060565""",0.0028826228087588186,0.09352888413861958,-0.11439357293633769,-0.04976170268748483,-0.023954621031840893,-0.11867953734559368,0.06249970767386801,0.23675683148149315,-0.08247573519695896,-0.017118367946929357,0.07081144826817896,-0.041712895776589785,-0.13316694936663523,-0.028554360048908677,0.016731938384102786,0.08204316894340123,0.09609908785777276,-0.066794318217289,0.05233216206714373,-0.07224513176510562,0.054618621370586574,-0.019447280674251853
"""1010721""",-0.008399126131845373,0.05794612677115839,-0.11529441367109526,-0.04803561898326683,-2.368683972594869e-05,-0.10499225613341555,0.04907085450988324,0.06327357993336824,-0.034679938411197625,0.009927774889112869,0.03980599622488355,0.0007179793948920727,-0.068256777822704,-0.02152305011847562,0.016824103135760438,0.05148461902623187,0.057031826838728,-0.004705968167357936,0.009986373250310704,-0.047469263209559215,0.052581017634753174,0.0447298478795608
"""4297838""",-0.0032430506433735184,0.05049847534113072,-0.07522286712516496,-0.030683284312747056,-0.008210590538581558,-0.07660222669686338,0.035050680194264855,0.12837775026117945,-0.04271769236021386,-0.0022322768550421535,0.03868350316443703,-0.01652204501283308,-0.07045473505941394,-0.01872804265003894,0.008592596373021094,0.04486199959726733,0.04834965030447777,-0.029597074766148618,0.020861582029957054,-0.037339233431573776,0.03734041300316834,-0.0010635308169088253
"""510422""",0.04298507229732611,0.03487526822339673,0.06416023935153946,0.00861274800356647,-0.0469370335787221,0.061812324594660045,0.01702314785694177,0.0263793744365705,-0.03809337179800405,-0.06377854536046736,0.019076368406619013,-0.05860428766807625,-0.054724236868945966,0.02042147985936142,0.015088044585887278,0.025291555741978056,0.07009201491468008,-0.0658717248943521,0.07952211401726379,-0.04572194663722874,-0.04678034531843529,-0.06482826016555888
"""1927234""",0.0052695345167494,0.03421764247265175,-0.055915568014134664,-0.029719571656523933,-0.005086635267805214,-0.04039399859704933,0.034087526995943966,-0.05189063723507327,-0.011249020165039633,-0.0031871250833768036,0.017314325109604043,0.0020406793404726545,-0.03174139940005251,-0.0023261120416179773,0.018577455718052097,0.02863099368366254,0.046421536516407985,0.0073461017359589134,0.014629673234351596,-0.03809365518730261,0.01648595830513401,0.044582295018987014
"""4338511""",-0.018523654126272934,-0.09518249541907527,0.10020371413324188,0.0540436739719482,0.031404670700298024,0.08856874079447907,-0.07250746064731352,-0.09248688821250087,0.06802002124037193,0.030381914655973754,-0.06188935978261055,0.03795436704902007,0.12082531266532215,0.01276490487646931,-0.03128630674519611,-0.08071448813640779,-0.11795493706896014,0.049171323115534266,-0.06557529560748768,0.08977675714051923,-0.033694477679825474,-0.013300036917527566
"""441265""",-0.02381630221870732,0.014438722464439752,-0.06454055846763328,-0.014821643343423486,0.013781930382295048,-0.07511510001627361,0.006139722218244693,0.15212368894932635,-0.020336209318394062,0.025249383203785357,0.0199087553077594,0.00544282137193821,-0.02816515003824819,-0.02540505319648701,-0.00951150301987922,0.016247475700831432,-0.009709002772042404,-0.00823906507531167,-0.020299093524698907,0.005611756092722707,0.04533919816280942,-0.004324772863053251
"""1101451""",-0.027762068172150337,-0.06978146283062445,0.040660773186316404,0.032347746272707326,0.034873480323442854,0.03007145619157548,-0.05262926833113929,-0.02903268511608638,0.04970171911061676,0.04050342654097998,-0.041834979059638025,0.03947832326497312,0.0879397045914909,-0.001828070331947082,-0.027489968041703276,-0.057266005494066886,-0.09912272508045199,0.04507315428137251,-0.0669595385889814,0.07349124929587879,-0.0024199983719340318,0.0019857363593691196
"""984831""",-0.054429907607051305,0.019775774835436015,-0.1470930406816338,-0.036223901526078746,0.03959386600301467,-0.15903509415873057,0.013163749315067967,0.2239915463467484,-0.021569536571387,0.06556006522113994,0.030096867313994906,0.032568943363907636,-0.033746763594819824,-0.05033798763635473,-0.016182942800926366,0.024905014387949002,-0.0301462731441799,0.014533191005883843,-0.06035321970681002,0.016236042452215486,0.09744970359262412,0.031243903589990345
"""1017181""",-0.009250691880828834,0.04216022269114339,-0.10520497886417265,-0.044632969207469064,0.006855841631857594,-0.0884383191687322,0.0425369601095863,-0.020341115449544978,-0.014126551168785586,0.016272906115122,0.025293899142751014,0.015359890430269528,-0.03989420378327191,-0.015305155731896282,0.017787068642893283,0.03739899068080893,0.043125685861519436,0.01891905809128397,-0.0028939675342752897,-0.038377303695270704,0.04503526773590183,0.06771946535111029
"""591699""",-0.018517035246290444,0.0654414641590221,-0.16516783681043276,-0.06696168247155199,0.011773202273836384,-0.1451085489336741,0.062478099559321765,0.02111892171774277,-0.02811867026106096,0.027839678544784533,0.04275270481416246,0.020500846530607134,-0.06757524327440456,-0.02859732099916956,0.022661132829788492,0.058876593677402084,0.06078992613096246,0.020796239244171736,-0.006732633550262376,-0.05426665786247531,0.07541991837655493,0.09059690155096511
"""769222""",-0.019522380598563045,-0.02004691553409502,-0.006494684618050639,0.008270501650344847,0.017087363456525485,-0.017116946007061165,-0.01876596883479704,0.06872327362791508,0.007380658924548464,0.023435366946171148,-0.006436050334289678,0.013389698159206279,0.018726848564678357,-0.011351439424976554,-0.015582223180430798,-0.014604723887655813,-0.04146142572852832,0.007948298597672564,-0.030982967278222872,0.030721381058407063,0.01632730109636462,-0.009644966655162984
